x,y
355.044247787611,0.594299674267101
350.796460176991,0.582084690553746
357.16814159292,0.605700325732899
367.787610619469,0.618729641693811
374.159292035398,0.629315960912052
380.530973451327,0.642345276872964
406.017699115044,0.648045602605863
431.504424778761,0.648045602605863
456.991150442478,0.649674267100977
480.353982300885,0.651302931596091
499.469026548673,0.650488599348534
514.336283185841,0.639087947882736
520.70796460177,0.61628664495114
531.327433628319,0.599185667752443
539.823008849558,0.585342019543974
554.690265486726,0.577198697068404
565.309734513274,0.587785016286645
573.805309734513,0.600814332247557
586.548672566372,0.615472312703583
597.16814159292,0.62442996742671
616.283185840708,0.634201954397394
620.530973451328,0.641530944625407
637.522123893805,0.642345276872964
648.141592920354,0.650488599348534
660.884955752212,0.655374592833876
682.12389380531,0.652117263843648
690.619469026549,0.639087947882736
699.115044247788,0.608957654723127
701.238938053097,0.578013029315961
703.362831858407,0.556840390879479
709.734513274336,0.512866449511401
716.106194690266,0.456677524429967
724.601769911504,0.375244299674267
741.592920353982,0.296254071661238
754.336283185841,0.257166123778502
779.823008849558,0.248208469055375
845.663716814159,0.24413680781759
924.24778761062,0.241693811074919
947.610619469027,0.24413680781759
962.477876106195,0.250651465798046
994.336283185841,0.250651465798046
1017.69911504425,0.242508143322476
1072.9203539823,0.237622149837134
