x, y
379.957805907173, 0.9871611982881598
386.7088607594937, 0.9900142653352354
394.30379746835445, 0.9900142653352354
401.8987341772152, 0.985734664764622
411.1814345991561, 0.9757489300998574
421.7299578059072, 0.9586305278174038
435.2320675105485, 0.9343794579172611
446.2025316455696, 0.9001426533523538
454.6413502109705, 0.8687589158345221
462.23628691983123, 0.8288159771754636
469.40928270042195, 0.7717546362339516
478.27004219409287, 0.6847360912981455
486.2869198312236, 0.5920114122681883
497.67932489451476, 0.4950071326676177
507.8059071729958, 0.3994293865905849
517.5105485232068, 0.3223965763195435
522.1518987341772, 0.28815977175463625
528.4810126582279, 0.261055634807418
535.2320675105485, 0.24964336661911557
541.9831223628692, 0.2639087018544936
547.8902953586498, 0.2967189728958631
553.7974683544304, 0.3309557774607703
559.704641350211, 0.34236804564907275
564.7679324894515, 0.33666191155492153
570.253164556962, 0.28815977175463625
574.8945147679325, 0.23965763195435094
582.0675105485232, 0.1783166904422254
587.1308016877638, 0.14265335235378032
591.7721518987341, 0.12696148359486448
597.2573839662448, 0.12696148359486448
607.3839662447258, 0.1383737517831669
615.4008438818565, 0.14693295292439373
625.1054852320675, 0.14835948644793154
631.8565400843881, 0.14122681883024252
641.1392405063291, 0.1340941512125535
647.0464135021098, 0.1383737517831669
657.1729957805908, 0.15977175463623394
666.0337552742617, 0.20970042796005706
675.7383966244726, 0.3209700427960057
682.4894514767932, 0.43366619115549215
688.3966244725739, 0.5720399429386591
697.2573839662448, 0.7446504992867332
706.5400843881857, 0.8659058487874466
711.6033755274261, 0.9115549215406562
716.6666666666667, 0.942938659058488
726.3713080168777, 0.9714693295292439
735.6540084388186, 0.9871611982881598
747.0464135021098, 0.9942938659058488
759.282700421941, 0.9971469329529244
780.379746835443, 0.9971469329529244
